lng,lat,avg_tmpr_c,wthr_date,city,country
2.332,48.864,18.16,2022-09-28,Paris,FR
-76.509,43.458,15.42,2022-09-09,Oswego,US
4.873,52.365,16.61,2022-08-07,Amsterdam,NL
4.911,52.392,19.42,2022-08-26,Amsterdam,NL
-69.910,18.458,27.93,2022-09-19,New York,US
4.876,52.342,18.48,2022-08-02,Amsterdam,NL
-71.071,42.346,13.99,2022-08-31,Boston,US
9.231,45.438,25.04,2022-08-16,Milan,IT
6.558,51.296,7.66,2021-10-08,Terre Haute,US
2.330,48.866,17.21,2022-08-13,Paris,FR
-92.591,36.382,24.37,2021-10-18,Bull Shoals,US
-80.106,40.451,7.27,2021-10-27,Pittsburgh,US
2.286,48.876,6.75,2021-10-21,Paris,FR
-0.132,51.508,10.99,2022-09-18,London,GB
-107.851,37.933,3.90,2021-10-09,Telluride,US
-68.810,44.791,3.90,2021-10-24,Bangor,US
-0.136,51.510,10.78,2022-09-18,London,GB
2.307,48.877,8.91,2021-10-18,Paris,FR
2.315,48.838,6.78,2021-10-22,Paris,FR
2.297,48.872,10.21,2021-10-30,Paris,FR
2.327,48.867,17.52,2022-08-17,Paris,FR
-114.152,48.364,3.43,2021-10-17,Columbia Falls,US
-91.638,35.791,27.38,2022-09-19,Batesville,US
-0.123,51.529,7.96,2021-10-09,London,GB
2.308,48.854,11.07,2021-10-26,Paris,FR
-114.577,35.144,26.97,2021-10-13,Laughlin,US
2.293,48.856,6.99,2021-10-22,Paris,FR
-0.156,51.514,14.10,2022-09-02,London,GB
-0.100,51.505,13.78,2022-09-02,London,GB
-78.735,33.791,23.79,2021-10-18,North Myrtle Beach,US
-0.127,51.493,15.31,2022-08-05,London,GB
4.897,52.366,13.93,2021-10-01,Amsterdam,NL
2.292,48.855,18.67,2022-09-28,Paris,FR
-87.955,41.816,24.17,2022-08-15,Westmont,US
-87.021,34.578,22.81,2021-10-15,Decatur,US
4.878,52.363,13.93,2021-10-01,Amsterdam,NL
2.192,41.397,24.54,2022-08-26,Barcelona,ES
-77.010,38.975,20.76,2022-08-24,Takoma Park,US
-90.758,39.974,13.73,2021-10-11,Mount Sterling,US
-106.804,40.460,4.43,2021-10-04,Steamboat Springs,US
2.288,48.867,18.27,2022-09-28,Paris,FR
-114.882,39.251,19.11,2022-08-08,Ely,US
-108.728,35.500,20.94,2022-08-27,Gallup,US
-97.973,35.505,23.21,2022-08-23,El Reno,US
-0.105,51.505,11.97,2021-10-15,London,GB
4.886,52.376,16.48,2022-08-10,Amsterdam,NL
2.342,48.843,9.15,2021-10-08,Paris,FR
-0.126,51.508,14.29,2022-09-22,London,GB
2.304,48.866,17.63,2022-08-17,Paris,FR
-0.158,51.513,8.76,2021-10-09,London,GB
-119.311,47.104,9.14,2021-10-18,Moses Lake,US
-86.195,33.218,25.03,2021-10-03,Sylacauga,US
2.344,48.872,17.99,2022-09-28,Paris,FR
2.293,48.873,16.73,2022-09-03,Paris,FR
2.324,48.850,11.76,2021-10-26,Paris,FR
-0.177,51.495,10.03,2021-10-11,London,GB
2.304,48.868,9.48,2021-10-18,Paris,FR
2.335,48.864,18.48,2022-09-28,Paris,FR
-88.041,30.688,26.88,2022-08-01,Mobile,US
-0.113,51.499,15.80,2022-07-31,London,GB
-0.197,51.510,10.69,2022-09-18,London,GB
2.350,48.889,10.82,2021-10-30,Paris,FR
2.266,48.840,18.12,2022-09-28,Paris,FR
-123.048,44.044,12.81,2021-10-20,Eugene,US
-84.744,44.657,23.41,2022-09-22,Grayling,US
2.172,41.392,24.57,2022-08-26,Barcelona,ES
-103.814,44.480,13.90,2022-09-28,Spearfish,US
-0.137,51.529,17.00,2022-08-24,Fitzrovia,GB
2.298,48.883,10.25,2021-10-30,Paris,FR
2.309,48.867,19.78,2022-08-14,Paris,FR
-89.923,34.309,11.69,2021-10-21,Batesville,US
2.324,48.872,9.09,2021-10-18,Paris,FR
2.322,48.872,6.83,2021-10-21,Paris,FR
-118.454,33.987,18.97,2022-09-20,Marina Del Rey,US
-101.742,35.195,25.08,2022-09-03,Amarillo,US
-0.188,51.502,13.41,2022-09-19,London,GB
2.195,41.386,17.24,2021-10-27,Barcelona,ES
-88.077,44.476,19.17,2022-08-11,Green Bay,US
2.332,48.864,8.29,2021-10-08,Paris,FR
-77.051,38.849,14.92,2021-10-04,Arlington,US
-83.457,35.755,23.35,2022-08-01,Gatlinburg,US
-121.896,36.601,13.95,2021-10-09,Monterey,US
4.831,52.347,18.74,2022-08-03,Amsterdam,NL
-75.156,39.955,18.91,2022-08-27,Philadelphia,US
-82.542,43.429,6.82,2021-10-29,Port Sanilac,US
9.207,45.485,11.99,2021-10-05,Milan,IT
9.117,45.515,19.13,2022-08-11,Milan,IT
2.338,48.852,17.96,2022-08-13,Paris,FR
-0.127,51.510,8.47,2021-10-09,London,GB
-121.300,37.937,24.29,2022-08-17,Stockton,US
-0.245,51.494,15.99,2022-08-17,London,GB
2.321,48.845,11.71,2021-10-26,Paris 06,FR
9.168,45.457,25.33,2022-08-16,Milan,IT
-80.602,36.481,17.43,2021-10-30,Mount Airy,US
-84.189,39.850,19.69,2022-09-14,Dayton,US
-0.085,51.514,10.71,2022-09-18,London,GB
2.353,48.863,8.97,2021-10-08,Paris,FR
-104.824,38.916,2.66,2022-09-16,Colorado Springs,US
0.000,51.502,15.10,2022-08-05,London,GB
-0.132,51.522,16.60,2022-08-24,London,GB
-106.433,31.776,26.86,2022-09-11,El Paso,US
-97.959,26.172,24.90,2021-10-26,Weslaco,US
9.191,45.469,22.14,2022-08-13,Milan,IT
-0.123,51.529,14.34,2022-09-02,London,GB
-82.550,27.382,27.76,2022-09-21,Sarasota,US
2.330,48.865,17.31,2022-08-13,Paris,FR
9.144,45.473,10.60,2021-10-23,Milan,IT
2.286,48.861,18.69,2022-09-28,Paris,FR
9.196,45.480,23.71,2022-08-30,Milan,IT
9.173,45.441,10.41,2021-10-23,Milan,IT
2.151,41.384,24.11,2022-08-26,Barcelona,ES
12.245,45.497,31.04,2022-08-04,Silver Creek,US
2.326,48.872,10.24,2021-10-30,Paris,FR
-0.155,51.508,14.45,2022-09-22,London,GB
-0.130,51.527,7.93,2021-10-09,London,GB
2.300,48.885,9.75,2021-10-18,Paris,FR
-80.944,36.941,16.92,2022-09-15,Max Meadows,US
2.293,48.873,7.21,2021-10-21,Paris,FR
2.313,48.882,18.15,2022-09-28,Paris,FR
9.161,45.491,17.71,2022-09-11,Milan,IT
-0.159,51.519,14.27,2022-09-22,London,GB
-0.292,51.521,17.32,2022-08-24,London,GB
2.336,48.882,17.55,2022-08-17,Paris,FR
-4.504,36.611,25.14,2022-08-26,Abbeville,US
9.215,45.526,14.26,2022-09-19,Milan,IT
2.384,48.852,11.00,2021-10-02,Paris,FR
10.196,43.957,13.28,2021-10-14,Lake Elmo,US
-123.930,45.991,12.36,2022-09-29,Seaside,US
4.825,52.342,18.76,2022-08-03,Amsterdam,NL
2.303,48.867,18.70,2022-09-28,Paris,FR
2.157,41.385,16.76,2021-10-27,Barcelona,ES
2.344,48.873,17.80,2022-08-17,Paris,FR
4.899,52.358,18.19,2022-08-03,Amsterdam,NL
-0.127,51.514,10.76,2022-09-18,London,GB
-80.697,37.073,11.66,2021-10-09,Dublin,US
-0.070,51.546,11.60,2021-10-15,London,GB
2.301,48.874,18.08,2022-09-28,Paris,FR
2.356,48.879,17.21,2022-09-03,Paris,FR
2.343,48.877,17.01,2022-09-03,Paris,FR
-0.178,51.513,17.09,2022-08-24,Paddington,GB
-159.481,22.226,24.96,2022-08-01,Princeville,US
2.179,41.383,17.36,2021-10-27,Barcelona,ES
2.342,48.853,10.58,2021-10-02,Paris,FR
9.148,45.492,12.20,2021-10-15,Milan,IT
-0.016,51.509,16.67,2022-08-24,London,GB
-0.160,51.516,13.60,2022-09-02,London,GB
-76.298,39.989,13.81,2021-09-30,Lancaster,US
4.884,52.353,13.62,2021-10-01,Amsterdam,NL
-0.182,51.512,10.38,2022-09-18,London,GB
9.149,45.480,25.16,2022-08-16,Milan,IT
-0.092,51.521,14.23,2022-09-02,London,GB
-73.219,44.479,19.43,2022-09-03,Burlington,US
9.192,45.457,12.24,2021-10-05,Milan,IT
9.190,45.470,23.94,2022-08-05,Milan,IT
-0.047,51.522,15.49,2022-08-06,London,GB
2.293,48.871,17.58,2022-08-17,Paris,FR
-0.180,51.498,13.57,2022-09-19,London,GB
2.410,48.847,7.48,2021-10-22,Paris 12,FR
9.176,45.452,18.34,2022-09-11,Milan,IT
-76.601,39.407,18.87,2022-08-29,Towson,US
-0.193,51.513,17.31,2022-08-24,London,GB
-93.080,39.766,21.43,2022-08-21,Brookfield,US
-0.087,51.519,16.95,2022-08-24,London,GB
-122.480,45.541,12.26,2021-10-14,Portland,US
-84.788,43.830,19.46,2022-08-07,Clare,US
2.290,48.874,9.51,2021-10-18,Paris,FR
-76.176,39.987,5.60,2021-10-25,Strasburg,US
4.870,52.361,18.65,2022-08-03,Amsterdam,NL
9.181,45.461,22.20,2022-08-13,Milan,IT
-97.526,42.199,11.86,2021-10-28,Pierce,US
2.184,41.387,17.17,2021-10-27,Barcelona,ES
-89.923,34.309,27.56,2022-08-20,Batesville,US
2.324,48.845,17.78,2022-08-17,Paris,FR
9.197,45.507,22.01,2022-08-13,Milan,IT
-0.191,51.510,16.98,2022-08-24,London,GB
9.187,45.456,24.08,2022-08-05,Milan,IT
15.060,37.523,33.31,2022-08-05,San Jose,US
4.911,52.392,12.39,2022-09-16,Amsterdam,NL
2.302,48.874,18.33,2022-08-17,Paris,FR
2.319,48.884,18.34,2022-08-17,Paris,FR
-93.702,32.523,26.19,2022-08-08,Bossier City,US
2.360,48.836,18.38,2022-09-28,Paris 13,FR
2.297,48.869,17.42,2022-09-03,Paris,FR
-76.509,43.458,8.87,2021-10-09,Oswego,US
-76.821,40.278,22.65,2022-08-22,Harrisburg,US
2.331,48.857,10.68,2021-10-02,Paris,FR
-0.186,51.511,12.57,2021-10-15,London,GB
-116.944,44.026,14.31,2022-09-17,Ontario,US
-75.156,39.955,20.98,2022-09-03,Philadelphia,US
2.300,48.876,10.75,2021-10-30,Paris,FR
2.347,48.849,18.46,2022-09-28,Paris,FR
2.308,48.855,11.72,2021-10-26,Paris,FR
-75.156,39.955,15.26,2022-09-01,Philadelphia,US
-86.257,39.911,21.34,2022-09-18,Indianapolis,US
-101.965,43.738,4.71,2021-10-10,Interior,US
2.367,48.859,8.71,2021-10-08,Paris,FR
2.366,48.864,8.61,2021-10-08,Paris,FR
4.883,52.368,17.87,2022-08-03,Amsterdam,NL
4.888,52.354,13.91,2021-10-01,Amsterdam,NL
2.333,48.879,7.51,2021-10-21,Paris,FR
9.148,45.492,23.98,2022-08-30,Milan,IT
9.184,45.471,23.50,2022-08-30,Milan,IT
2.335,48.872,17.73,2022-08-17,Paris,FR
2.331,48.884,9.52,2021-10-18,Paris,FR
9.208,45.484,22.22,2022-08-13,Milan,IT
2.284,48.880,7.43,2021-10-21,Paris,FR
-0.076,51.513,14.17,2022-09-22,London,GB
2.366,48.848,17.81,2022-08-17,Paris,FR
2.338,48.879,11.07,2021-10-30,Paris,FR
4.889,52.335,16.23,2022-08-07,Amsterdam,NL
9.191,45.465,25.99,2022-08-16,Milan,IT
9.189,45.461,18.43,2022-09-11,Milan,IT
-116.192,43.608,15.09,2022-09-25,Boise,US
-79.079,40.164,12.88,2021-10-04,Jennerstown,US
-89.914,38.735,21.34,2022-08-12,Troy,US
-0.104,51.523,15.90,2022-08-06,London,GB
-0.169,51.496,16.11,2022-07-31,London,GB
-86.809,33.520,21.91,2021-10-29,Birmingham,US
-118.421,33.998,21.08,2022-08-19,Los Angeles,US
2.345,48.852,7.03,2021-10-22,Paris,FR
-0.014,51.478,13.81,2022-09-19,London,GB
2.326,48.866,17.15,2022-08-13,Paris,FR
-0.146,51.514,14.52,2022-09-22,London,GB
2.341,48.849,9.04,2021-10-08,Paris,FR
-99.778,30.494,27.98,2022-09-15,Junction,US
4.894,52.385,13.80,2022-09-24,Amsterdam,NL
9.207,45.485,17.56,2022-09-11,Milan,IT
2.338,48.863,11.51,2021-10-26,Paris,FR
9.192,45.466,12.35,2021-10-05,Milan,IT
-0.160,51.516,13.95,2022-09-02,London,GB
-124.203,41.748,12.91,2021-10-17,Crescent City,US
-85.836,31.327,24.72,2022-07-31,Enterprise,US
-0.134,51.515,14.31,2022-09-02,London,GB
-78.617,33.875,23.38,2021-10-18,Little River,US
-89.809,35.205,22.63,2022-09-13,Memphis,US
-86.715,33.529,25.39,2022-08-22,Birmingham,US
-89.997,35.142,12.43,2021-10-20,Memphis,US
2.332,48.854,19.36,2022-08-14,Paris,FR
2.325,48.876,16.94,2022-09-03,Paris,FR
-75.651,40.810,19.42,2021-10-17,Palmerton,US
2.328,48.857,18.05,2022-09-28,Paris,FR
-115.800,40.831,11.82,2021-10-08,Elko,US
2.266,48.840,10.41,2021-10-02,Paris,FR
-0.137,51.517,8.40,2021-10-09,London,GB
2.367,48.866,17.77,2022-08-13,Paris,FR
9.194,45.473,18.12,2022-09-11,Milan,IT
-81.796,26.684,20.42,2021-10-22,Fort Myers,US
-0.130,51.520,17.58,2022-08-24,London,GB
4.873,52.351,15.86,2022-08-07,Amsterdam,NL
2.332,48.865,17.97,2022-09-28,Paris,FR
-89.960,30.045,24.14,2021-10-13,New Orleans,US
-88.566,39.141,23.57,2022-09-17,Effingham,US
-0.319,51.514,12.55,2021-10-15,London,GB
9.191,45.461,23.77,2022-08-05,Milan,IT
-0.123,51.529,13.73,2022-09-22,London,GB
2.307,48.855,10.35,2021-10-02,Paris,FR
9.224,45.474,23.47,2022-08-05,Milan,IT
-0.119,51.502,14.51,2022-08-05,London,GB
2.333,48.879,16.92,2022-09-03,Paris,FR
2.295,48.881,7.62,2021-10-21,Paris,FR
2.302,48.869,10.79,2021-10-30,Paris,FR
2.298,48.872,6.94,2021-10-21,Paris,FR
-97.169,32.979,26.78,2022-07-31,Roanoke,US
9.146,45.479,23.82,2022-08-05,Milan,IT
2.338,48.852,18.05,2022-08-17,Paris,FR
9.196,45.474,23.29,2022-08-30,Milan,IT
-120.291,47.412,11.22,2022-09-08,East Wenatchee,US
-95.362,29.940,25.24,2022-08-07,Houston,US
-0.137,51.529,8.04,2021-10-09,Fitzrovia,GB
2.289,48.869,9.58,2021-10-18,Paris,FR
2.307,48.855,17.70,2022-08-13,Paris,FR
2.357,48.825,17.94,2022-08-13,Paris,FR
2.175,41.390,24.71,2022-08-26,Barcelona,ES
2.329,48.870,10.54,2021-10-30,Paris,FR
2.298,48.869,17.80,2022-09-28,Paris,FR
9.117,45.515,24.05,2022-08-14,Milan,IT
-77.780,40.883,17.45,2022-09-13,Bellefonte,US
-91.199,32.385,24.73,2021-10-15,Tallulah,US
-100.757,41.135,16.68,2021-09-30,North Platte,US
-82.429,28.899,26.47,2022-08-24,Hernando,US
-106.693,35.084,19.84,2021-10-16,Albuquerque,US
2.165,41.393,24.52,2022-08-26,Barcelona,ES
2.330,48.859,8.23,2021-10-08,Paris,FR
-0.159,51.515,8.77,2021-10-09,London,GB
2.201,41.406,16.80,2021-10-27,Barcelona,ES
2.321,48.868,9.73,2021-10-18,Paris,FR
-85.226,34.995,22.89,2021-10-19,Chattanooga,US
2.290,48.866,10.82,2021-10-02,Paris,FR
-123.882,45.690,11.82,2021-10-04,Wheeler,US
-78.633,33.868,24.45,2022-09-21,Little River,US
-122.411,37.784,13.51,2021-09-30,San Francisco,US
2.302,48.842,18.14,2022-09-28,Paris,FR
2.303,48.867,11.01,2021-10-02,Paris,FR
2.164,41.394,24.96,2022-08-26,Barcelona,ES
4.847,52.386,18.54,2022-08-26,Amsterdam,NL
-116.543,33.803,28.06,2022-08-17,Palm Springs,US
-121.494,38.580,22.25,2022-08-18,Sacramento,US
9.183,45.489,12.78,2021-10-15,Milan,IT
-0.177,51.514,7.92,2021-10-09,Paddington,GB
2.325,48.871,18.03,2022-09-28,Paris,FR
4.883,52.361,16.11,2022-08-07,Amsterdam,NL
-0.033,51.504,13.71,2022-09-22,London,GB
2.296,48.849,17.40,2022-08-13,Paris,FR
2.292,48.855,19.79,2022-08-14,Paris,FR
2.333,48.879,18.17,2022-09-28,Paris,FR
-79.060,33.840,28.07,2022-08-16,Conway,US
-82.566,36.563,22.26,2022-09-23,Kingsport,US
9.184,45.471,22.13,2022-08-13,Milan,IT
-0.086,51.504,10.53,2022-09-18,London,GB
9.188,45.463,23.28,2022-08-30,Milan,IT
2.309,48.872,18.02,2022-09-28,Paris,FR
2.298,48.883,6.72,2021-10-21,Paris,FR
2.330,48.871,17.87,2022-08-17,Paris,FR
-0.144,51.498,13.82,2022-09-19,London,GB
-0.137,51.494,15.86,2022-07-31,London,GB
9.142,45.495,12.08,2021-10-05,Milan,IT
11.251,43.772,7.12,2021-10-11,Humeston,US
2.360,48.902,17.22,2022-09-03,Paris,FR
2.342,48.875,10.67,2021-10-30,Paris,FR
2.294,48.876,18.20,2022-09-28,Paris,FR
-88.977,40.460,7.39,2021-10-20,Bloomington,US
9.222,45.502,10.60,2021-10-23,Milan,IT
-84.365,33.849,18.61,2021-10-12,Atlanta,US
-87.618,44.558,17.73,2022-08-29,Casco,US
2.322,48.847,17.90,2022-08-13,Paris,FR
2.327,48.867,8.94,2021-10-18,Paris,FR
-77.476,37.933,10.55,2021-10-24,Ruther Glen,US
2.381,48.854,11.28,2021-10-26,Paris,FR
9.166,45.499,23.90,2022-08-30,Milan,IT
2.275,48.851,7.51,2021-10-22,Paris,FR
-0.076,51.524,15.51,2022-08-06,London,GB
9.178,45.466,14.53,2022-09-19,Milan,IT
2.362,48.856,18.02,2022-08-17,Paris,FR
2.298,48.869,7.18,2021-10-21,Paris,FR
2.327,48.866,17.92,2022-08-17,Paris,FR
2.169,41.383,24.79,2022-08-26,Barcelona,ES
2.297,48.877,17.87,2022-09-28,Paris,FR
2.298,48.872,8.22,2021-10-12,Paris,FR
-0.132,51.512,11.86,2021-10-15,London,GB
-86.317,43.409,17.20,2021-10-10,Whitehall,US
9.207,45.464,23.61,2022-08-30,Milan,IT
9.191,45.466,12.36,2021-10-15,Milan,IT
2.303,48.868,17.42,2022-09-28,Paris,FR
9.176,45.452,24.08,2022-08-05,Milan,IT
2.286,48.876,8.20,2021-10-12,Paris,FR
-71.428,41.844,19.01,2022-08-11,Providence,US
-0.306,51.512,16.72,2022-08-24,London,GB
2.286,48.867,8.79,2021-10-12,Paris,FR
-0.125,51.520,15.69,2022-08-06,London,GB
2.307,48.855,7.17,2021-10-22,Paris,FR
-81.824,27.598,28.77,2022-08-15,Bowling Green,US
2.173,41.380,24.16,2022-08-26,Barcelona,ES
-82.859,41.525,15.45,2021-10-01,Port Clinton,US
2.294,48.876,18.06,2022-08-17,Paris,FR
-108.544,39.107,24.47,2022-09-09,Grand Junction,US
2.331,48.843,6.64,2021-10-22,Paris,FR
-82.806,33.007,23.26,2022-08-01,Sandersville,US
2.395,48.889,8.28,2021-10-12,Paris,FR
-0.076,51.513,15.47,2022-08-06,London,GB
9.191,45.458,17.95,2022-09-11,Milan,IT
-0.124,51.511,8.37,2021-10-09,London,GB
-83.328,44.408,6.62,2021-10-09,Oscoda,US
-90.059,29.963,28.52,2022-08-12,New Orleans,US
-92.150,37.824,26.83,2022-09-19,Saint Robert,US
-70.643,44.965,12.54,2022-08-28,Rangeley,US
2.326,48.847,10.94,2021-10-26,Paris,FR
-0.146,51.514,15.58,2022-08-06,London,GB
-95.116,43.856,20.49,2022-09-20,Windom,US
2.293,48.871,9.07,2021-10-18,Paris,FR
2.294,48.876,7.54,2021-10-21,Paris,FR
-0.131,51.511,12.46,2021-10-15,London,GB
2.306,48.874,10.30,2021-10-30,Paris,FR
-88.299,47.415,6.10,2021-10-20,Mohawk,US
-93.212,35.322,12.26,2021-10-20,Russellville,US
-0.263,51.521,8.70,2021-10-09,London,GB
9.192,45.457,17.56,2022-09-11,Milan,IT
-95.581,43.629,15.39,2022-08-02,Worthington,US
-0.114,51.526,14.05,2022-09-02,London,GB
-89.960,30.045,28.78,2022-08-12,New Orleans,US
-118.412,34.145,23.97,2021-10-08,Studio City,US
-89.540,36.891,17.41,2021-09-30,Sikeston,US
-0.291,51.512,14.35,2022-09-22,London,GB
2.356,48.879,8.23,2021-10-12,Paris,FR
2.171,41.383,24.64,2022-08-26,Barcelona,ES
-0.078,51.511,10.59,2022-09-18,London,GB
-0.152,51.507,16.69,2022-08-24,London,GB
2.157,41.388,17.46,2021-10-27,Barcelona,ES
-119.289,45.921,16.44,2021-10-08,Umatilla,US
-84.964,33.042,27.34,2022-08-19,Lagrange,US
2.302,48.842,17.47,2022-08-13,Paris,FR
-155.989,19.630,25.00,2022-08-10,Kailua Kona,US
-95.851,36.168,28.51,2022-09-03,Tulsa,US
2.308,48.867,11.02,2021-10-26,Paris,FR
-49.281,-25.437,21.36,2022-09-11,Curitiba,US
2.332,48.857,17.70,2022-08-13,Paris,FR
-72.837,41.672,12.76,2022-09-01,Plainville,US
9.209,45.478,17.76,2022-09-11,Milan,IT
-90.057,37.968,24.17,2022-08-21,Sainte Genevieve,US
-93.327,30.214,22.08,2022-09-08,Sulphur,US
-97.959,26.172,25.44,2022-09-28,Weslaco,US
8.761,50.107,13.97,2022-09-11,Northbrook,US
-79.098,33.470,19.87,2021-10-13,Pawleys Island,US
9.153,45.444,23.27,2022-08-30,Milan,IT
9.173,45.441,14.63,2022-09-19,Milan,IT
-0.187,51.495,15.05,2022-08-05,London,GB
-0.023,51.502,15.82,2022-08-17,London,GB
-122.714,38.346,14.73,2021-10-12,Rohnert Park,US
2.343,48.874,7.18,2021-10-21,Paris,FR
-84.267,39.184,14.08,2021-10-09,Milford,US
-83.969,36.014,22.77,2022-09-19,Knoxville,US
2.173,41.389,24.31,2022-08-26,Barcelona,ES
9.155,45.490,18.11,2022-09-11,Milan,IT
2.306,48.875,8.64,2021-10-12,Paris,FR
9.193,45.470,23.82,2022-08-30,Milan,IT
-78.052,33.953,19.22,2022-09-09,Southport,US
-0.152,51.506,13.50,2022-09-02,London,GB
2.129,41.386,17.29,2021-10-27,Barcelona,ES
-83.457,35.755,20.57,2021-10-03,Gatlinburg,US
-122.298,47.841,18.36,2022-08-16,Lynnwood,US
-88.306,42.528,18.81,2022-08-10,Genoa City,US
4.884,52.365,16.70,2022-08-10,Amsterdam,NL
-97.330,36.288,17.93,2021-10-26,Perry,US
-0.144,51.508,13.62,2022-09-02,London,GB
9.206,45.485,12.43,2021-10-05,Milan,IT
2.342,48.843,18.03,2022-09-28,Paris,FR
2.310,48.850,6.65,2021-10-22,Paris,FR
-0.125,51.523,14.50,2022-09-22,London,GB
-105.860,37.471,11.25,2021-10-23,Alamosa,US
-88.967,42.274,17.40,2022-08-11,Rockford,US
2.321,48.835,18.59,2022-09-28,Paris,FR
-78.735,33.791,22.98,2021-10-17,North Myrtle Beach,US
-0.019,51.474,13.21,2022-09-19,London,GB
-0.110,51.532,8.36,2021-10-09,London,GB
2.343,48.874,9.90,2021-10-18,Paris,FR
-89.440,43.073,17.11,2021-10-10,Madison,US
-73.216,44.476,23.68,2022-08-20,Burlington,US
2.331,48.843,19.62,2022-08-14,Paris,FR
9.138,45.501,19.57,2022-08-11,Milan,IT
-72.660,41.735,23.01,2022-09-14,Hartford,US
-105.174,38.747,15.05,2022-09-20,Cripple Creek,US
-124.203,41.748,12.49,2021-10-21,Crescent City,US
9.222,45.502,23.91,2022-08-30,Milan,IT
9.212,45.485,23.44,2022-08-05,Milan,IT
-73.219,44.479,21.62,2022-08-10,Burlington,US
-4.501,36.623,23.57,2022-08-14,Abbeville,US
2.300,48.870,18.21,2022-08-17,Paris,FR
9.200,45.486,17.75,2022-09-11,Milan,IT
-87.618,44.558,12.44,2022-09-08,Casco,US
-89.350,31.329,26.70,2022-09-20,Hattiesburg,US
9.227,45.516,23.68,2022-08-05,Milan,IT
-95.851,36.168,27.80,2022-09-23,Tulsa,US
-78.617,33.875,27.51,2022-08-22,Little River,US
-75.551,39.698,18.81,2022-08-28,New Castle,US
-110.736,46.934,2.39,2021-10-28,Neihart,US
-94.995,43.643,19.57,2022-08-18,Jackson,US
-89.994,38.602,24.82,2022-08-01,Fairview Heights,US
-0.214,51.556,12.27,2021-10-15,London,GB
-83.672,32.618,24.81,2022-09-16,Warner Robins,US
9.168,45.457,14.22,2022-09-19,Milan,IT
-88.890,30.412,25.59,2022-09-26,Biloxi,US
4.889,52.370,19.12,2022-08-02,Amsterdam,NL
2.301,48.874,8.43,2021-10-12,Paris,FR
2.361,48.864,18.00,2022-08-13,Paris,FR
-78.021,41.773,13.16,2021-10-02,Coudersport,US
2.298,48.871,8.62,2021-10-12,Paris,FR
2.374,48.852,10.41,2021-10-02,Paris,FR
-0.157,51.493,10.37,2021-10-11,London,GB
100.987,13.368,27.10,2021-10-04,Washington,US
9.155,45.468,22.37,2022-08-13,Milan,IT
-123.930,45.991,18.47,2022-08-25,Seaside,US
4.894,52.349,18.37,2022-08-02,Amsterdam,NL
2.330,48.831,18.61,2022-09-28,Paris,FR
2.326,48.820,10.91,2021-10-02,Paris,FR
-0.099,51.505,13.52,2022-09-02,London,GB
2.372,48.837,19.83,2022-08-14,Paris,FR
2.337,48.866,17.64,2022-08-13,Paris,FR
2.319,48.871,17.61,2022-08-17,Paris,FR
-114.305,48.182,18.15,2022-08-15,Kalispell,US
9.176,45.452,22.52,2022-08-13,Milan,IT
-105.674,33.352,18.12,2022-08-17,Ruidoso,US
-106.282,40.730,4.37,2021-10-02,Walden,US
-0.150,51.504,13.82,2022-09-02,London,GB
2.285,48.879,9.19,2021-10-18,Paris,FR
9.196,45.453,25.82,2022-08-16,Milan,IT
-87.906,43.039,14.90,2022-09-26,Milwaukee,US
2.329,48.865,19.19,2022-08-14,Paris,FR
2.167,41.389,17.54,2021-10-27,Barcelona,ES
-90.057,37.968,24.84,2022-09-22,Sainte Genevieve,US
-0.131,51.521,8.36,2021-10-09,London,GB
-100.424,45.537,11.79,2021-10-21,Mobridge,US
-0.150,51.506,10.77,2022-09-18,London,GB
-95.857,46.824,17.55,2022-08-09,Detroit Lakes,US
-4.504,36.611,25.20,2022-08-25,Abbeville,US
-0.083,51.505,8.88,2021-10-09,London,GB
-70.981,44.016,11.91,2021-10-20,Fryeburg,US
-118.470,40.185,12.40,2022-09-19,Lovelock,US
9.178,45.466,25.65,2022-08-16,Milan,IT
2.306,48.874,17.23,2022-09-03,Paris,FR
2.349,48.848,17.15,2022-08-13,Paris,FR
-80.372,26.086,26.35,2021-10-13,Fort Lauderdale,US
2.294,48.876,17.55,2022-09-28,Paris,FR
2.297,48.870,8.49,2021-10-12,Paris,FR
4.894,52.361,16.90,2022-08-10,Amsterdam,NL
-75.551,39.698,24.05,2022-09-23,New Castle,US
-0.174,51.515,14.15,2022-09-02,Paddington,GB
-89.960,30.045,17.71,2021-10-22,New Orleans,US
9.214,45.469,25.04,2022-08-16,Milan,IT
-122.740,45.907,22.24,2022-08-04,Woodland,US
-0.078,51.521,14.40,2022-09-02,London,GB
2.328,48.865,18.05,2022-09-28,Paris,FR
2.324,48.873,7.15,2021-10-21,Paris,FR
-103.730,44.376,3.09,2021-10-17,Deadwood,US
9.196,45.464,23.28,2022-08-30,Milan,IT
2.333,48.865,11.78,2021-10-26,Paris,FR
2.305,48.865,10.63,2021-10-02,Paris,FR
-105.870,37.654,15.06,2022-08-08,Mosca,US
-86.613,30.404,26.30,2021-10-06,Fort Walton Beach,US
-85.181,35.251,17.28,2022-09-08,Soddy Daisy,US
-87.626,41.886,9.49,2021-10-21,Chicago,US
2.626,39.564,20.20,2021-10-08,Clifton,US
2.300,48.868,6.92,2021-10-21,Paris,FR
